STCOFIPS,TOT_POP,MALE_POP,FEMALE_POP,UNDER_5_POP,5_9_POP,10_14_POP,15_19_POP,20_24_POP,25_34_POP,35_44_POP,45_54_POP,55_59_POP,60_64_POP,65_74_POP,75_84_POP,85_PLUS_POP,MEDIAN_AGE,WHITE_POP,BLACK_POP,NATIVE_POP,ASIAN_POP,OTHER_RACE_POP,HISPANIC_LATINO_POP,TOTAL_HOUSING_UNITS,OCCUPIED_HOUSING_UNITS,OWNER_OCCUPIED_HOUSING_UNITS,RENTER_OCCUPIED_HOUSING_UNITS
13283,6411,3409,3002,327,335,549,469,395,553,687,830,411,549,768,354,184,43.2,4264,1833,5,0,2,6411,2858,2295,1418,877
13285,69527,33108,36419,4365,4166,5453,4623,4660,9507,8580,8599,4488,4361,6417,2739,1569,37.2,39707,25176,61,1667,1364,69527,28939,25587,15218,10369
13287,8894,4308,4586,604,533,731,643,340,1111,967,998,393,924,998,536,116,38.9,5129,3408,1,0,112,8894,3916,3121,2134,987
13289,7955,3881,4074,413,391,465,475,181,1245,708,861,759,594,1068,662,133,45.9,4452,3305,22,56,15,7955,4047,2900,2582,318
13291,24880,12345,12535,939,1164,994,1193,1004,2087,2142,2704,1858,2412,4949,2454,980,55.9,23257,166,143,59,247,24880,14755,10759,8755,2004
13293,27638,13285,14353,1419,1374,2443,1648,1702,3520,3212,3258,2220,1800,3014,1476,552,41.5,18652,7564,77,112,245,27638,12331,10412,6729,3683
13295,68065,33912,34153,3630,4087,4244,4127,4166,8199,8370,9115,4727,4634,7460,3970,1336,42,62089,2711,144,378,343,68065,29339,26087,19379,6708
13297,97752,47777,49975,5664,6194,7154,7109,5950,11865,12210,13609,6834,5618,9171,4657,1717,39.4,72371,18920,152,1430,2081,97752,35783,34070,26413,7657
13299,35917,17975,17942,2318,2701,2360,2479,1886,4965,4382,4222,2100,2369,3514,1931,690,37.9,22600,10832,161,443,371,35917,15921,12756,7952,4804
13301,5197,2405,2792,277,331,234,325,338,502,579,619,323,491,627,420,131,45.3,1995,3104,0,24,0,5197,2558,1945,1393,552
13303,19975,10209,9766,1069,1132,1295,1322,1091,2661,2411,2446,1292,1612,2201,1160,283,40.8,8602,10156,95,145,186,19975,8651,7256,4921,2335
13305,30277,15113,15164,1708,2101,2373,1998,1834,3523,4037,3988,1719,2090,3023,1414,469,38.7,21946,6112,77,293,1012,30277,12487,10754,6923,3831
13307,2354,1208,1146,57,118,163,137,170,266,394,380,164,85,252,134,34,42.6,977,1048,0,0,196,2354,1207,876,714,162
13309,7550,4975,2575,222,200,451,963,922,1133,998,697,513,306,696,327,122,33.9,4412,2913,10,0,167,7550,2434,1597,1092,505
13311,28165,13898,14267,1389,1247,1742,1748,2117,2762,2954,3562,2290,1908,3815,2276,355,45.3,25727,590,38,176,542,28165,13798,10344,7819,2525
13313,103033,51768,51265,6490,7120,7670,7870,7091,13459,13271,13328,6212,5870,8491,4550,1611,36.4,79165,3383,1936,1595,9269,103033,39213,35797,24307,11490
13315,8839,5344,3495,406,480,465,462,539,1259,1312,1161,572,485,971,592,135,41.4,5555,2979,0,0,95,8839,3453,2499,1840,659
13317,9610,4947,4663,521,600,529,456,489,1153,1001,1145,749,721,1205,819,222,45.5,5126,3869,16,0,276,9610,5182,4032,2650,1382
13319,8852,4233,4619,497,398,739,612,484,929,1061,993,664,715,1013,491,256,42.2,5096,3387,1,1,179,8852,4307,3313,2661,652
13321,20706,9859,10847,1199,1425,1189,1219,1224,2523,2269,2567,1612,1433,2399,1075,572,41.6,14070,5294,71,179,25,20706,9258,7896,5734,2162
15001,202163,100828,101335,11107,11896,13006,11091,10011,23102,24922,23381,12888,15849,28613,11932,4365,43.3,63416,1604,974,43804,4498,202163,88965,72468,51778,20690
15003,1010100,512085,498015,60230,58798,59676,54415,70395,147491,132205,119149,60040,60308,100526,55538,31329,38.8,195246,25438,2441,426815,15556,1010100,369775,333700,196384,137316
15005,50,34,16,0,0,0,0,0,13,14,3,6,3,3,4,4,43.3,19,1,9,6,0,50,96,32,0,32
15007,73511,36809,36702,4091,4376,4778,4263,3317,8598,9526,8916,4354,5735,9376,4324,1857,42.3,22274,386,156,21620,970,73511,30236,22978,14896,8082
15009,164765,82304,82461,9124,9913,10283,9135,8155,19357,22730,21087,11620,11524,19695,8631,3511,42.2,52341,1236,630,46725,3479,164765,71801,54728,35758,18970
16001,497494,251101,246393,26308,28635,36642,34576,31326,69363,71395,63308,31202,28422,46822,22208,7287,38.1,429014,6260,2938,12867,11544,497494,198516,190641,136018,54623
16003,4464,2305,2159,160,201,236,234,144,362,500,465,434,407,864,396,61,54.4,4137,12,33,0,24,4464,2648,1687,1414,273
16005,87434,44037,43397,5582,6381,6391,6850,6327,12553,11676,9193,4532,5114,8032,3439,1364,34.7,75035,866,2243,1687,2390,87434,35186,32704,22320,10384
16007,6436,3243,3193,400,611,366,501,314,649,732,680,281,535,783,440,144,40,6125,8,91,54,40,6436,3895,2323,1873,450
16009,9731,4996,4735,530,564,675,604,466,928,1001,1133,754,836,1452,631,157,45.9,8250,79,879,4,33,9731,4666,3826,2818,1008
16011,48253,24367,23886,3428,3930,4482,3844,3189,5518,6289,5048,2820,2711,4297,1836,861,34.3,38011,79,2724,175,3362,48253,17028,15627,12512,3115
16013,24248,12648,11600,778,1403,1789,1590,1242,2463,3017,3102,1983,1959,3037,1457,428,44.5,20253,117,380,103,1763,24248,15562,9298,6981,2317
16015,7809,3907,3902,280,339,344,469,241,580,926,884,854,789,1436,449,218,53.7,7022,28,94,61,131,7809,5497,3396,2922,474
16017,47976,24159,23817,2210,2917,2565,2461,1854,4631,5423,5670,3710,4218,7935,3134,1248,48.3,44054,141,276,287,567,47976,26374,19228,15044,4184
16019,124490,62477,62013,9580,11011,10715,9338,7886,16935,16701,12701,6542,6438,9910,4864,1869,33.2,108179,496,779,1162,6740,124490,45510,42402,30105,12297
16021,12335,6230,6105,808,749,784,817,616,1220,1292,1404,958,781,1849,843,214,43.6,11160,46,255,182,302,12335,5456,4710,3651,1059
16023,2605,1305,1300,111,273,158,174,16,384,267,183,215,252,350,161,61,43.1,2383,0,1,0,15,2605,1285,1024,808,216
16025,1133,559,574,75,131,65,115,14,144,203,106,61,67,64,77,11,36.5,929,0,0,0,29,1133,678,323,246,77
16027,235006,117340,117666,16246,18051,18864,18078,16113,31912,30452,26567,13249,12113,20458,9911,2992,34.4,179575,1435,2608,1817,27028,235006,82374,79728,59609,20119
16029,7058,3704,3354,441,475,608,571,462,694,989,820,348,451,709,384,106,37.9,6480,0,8,5,322,7058,3130,2527,1967,560
16031,24859,12741,12118,1932,2215,2170,2086,1601,2975,3167,2501,1139,1571,2041,1093,368,33.1,19510,30,226,90,2460,24859,8904,8180,5669,2511
16033,756,387,369,50,44,20,66,78,94,84,151,29,15,95,24,6,37.6,474,4,0,0,200,756,449,258,182,76
16035,8810,4912,3898,317,269,445,396,301,876,1012,1167,703,822,1466,822,214,52.3,8002,19,108,76,100,8810,4573,3511,2808,703
16037,4344,2286,2058,151,214,199,128,195,225,439,590,279,465,974,440,45,55.5,3901,6,35,1,50,4344,3130,1808,1408,400
16039,28752,15367,13385,2281,1921,1804,1761,2782,5017,3218,2752,1799,1387,2321,1335,374,32.3,21885,676,464,861,1468,28752,12119,10760,6728,4032
16041,14376,7425,6951,1024,1302,1282,1315,911,1604,1829,1457,690,923,1169,660,210,32.6,13275,0,67,36,452,14376,5027,4672,3616,1056
16043,13519,7028,6491,814,872,948,1015,810,1691,1704,1554,877,834,1442,729,229,39,12241,44,183,7,566,13519,8564,4320,3625,695
16045,19250,9776,9474,993,1155,1389,1305,858,2069,2175,2281,1024,1728,2500,1486,287,44,16689,22,55,52,918,19250,7640,7196,5429,1767
16047,15520,7917,7603,941,1131,1302,1147,948,1791,1782,1853,813,1064,1588,819,341,38.3,12127,15,366,47,1586,15520,6077,5413,3905,1508
16049,16787,8835,7952,841,1071,740,908,757,1643,1677,1697,1275,1435,2852,1473,418,49.5,15496,15,524,87,117,16787,8880,6603,5170,1433
16051,31383,16051,15332,2457,2928,3215,2661,2051,3593,4273,3358,1444,1810,2325,915,353,31.7,28033,34,255,74,1446,31383,10241,9623,7925,1698
16053,24474,12576,11898,1849,1785,2404,1884,1532,3205,3149,2574,1431,1546,1915,785,415,33,17833,7,159,96,2006,24474,8624,8092,5910,2182
16055,173396,86516,86880,9738,11279,11063,10519,9471,21768,22337,20191,11075,12253,20482,9699,3521,40.7,155469,507,1604,1256,2392,173396,75686,67002,48458,18544
16057,39872,20524,19348,1947,2129,1995,5181,5378,5627,4219,3629,2097,1943,3508,1599,620,30.3,35749,486,280,809,320,39872,17301,15929,9545,6384
16059,8043,4228,3815,345,334,425,586,338,562,902,755,549,796,1478,669,304,53.2,7455,1,31,13,132,8043,4609,3328,2781,547
16061,3630,1825,1805,188,210,266,208,139,313,369,349,239,336,610,304,99,49.1,2986,67,100,35,121,3630,1811,1566,1149,417
16063,5203,2779,2424,311,439,368,366,309,673,734,602,357,297,474,178,95,37.3,4058,25,129,20,348,5203,1952,1846,1357,489
16065,52487,23769,28718,3614,2674,2513,13438,12705,7016,3026,2428,1019,1173,1662,861,358,21.6,46754,487,158,949,1376,52487,14328,11979,4793,7186
16067,21626,10930,10696,1598,1650,1984,1449,1493,2654,2725,2186,1071,1404,2030,984,398,34.9,16509,21,296,30,2490,21626,8330,7474,5390,2084
16069,42200,21000,21200,2298,2727,2401,2742,2547,5288,4974,4940,2977,2738,4782,2566,1220,40.7,37453,44,2103,374,290,42200,18382,17124,12256,4868
16071,4572,2315,2257,309,302,437,293,305,385,574,454,244,364,515,230,160,39.7,4283,0,31,0,63,4572,2032,1841,1623,218
16073,12043,6238,5805,756,797,902,927,657,1331,1463,1414,777,802,1326,631,260,38.9,8934,45,429,16,1497,12043,4760,4227,3005,1222
16075,25571,12729,12842,1671,1828,1888,1831,1290,3072,2854,3089,1328,1828,2791,1560,541,40,21228,20,224,201,1374,25571,9802,9352,6625,2727
16077,7918,3982,3936,572,689,786,790,244,840,980,809,527,460,743,396,82,35.3,5635,3,261,0,1386,7918,2948,2671,1898,773
16079,13399,6666,6733,837,669,813,650,724,1451,1434,1590,1030,1119,1877,855,350,46.1,12218,115,242,4,43,13399,7021,5478,4000,1478
16081,11813,6046,5767,787,1034,460,769,616,1456,2048,1639,767,721,1098,259,159,38.6,9911,0,155,0,905,11813,5958,4317,3384,933
16083,90592,45073,45519,5952,6788,7308,6563,5809,12101,11847,9476,4806,5353,8477,4863,1249,35.5,75594,494,468,1429,4701,90592,35014,33360,23154,10206
16085,11830,6165,5665,504,512,723,486,323,1322,1653,1292,891,1021,2105,695,303,48.9,11577,7,1,6,76,11830,12359,3806,3225,581
16087,10612,5264,5348,562,761,663,695,471,1018,1169,1125,544,865,1675,803,261,44.7,8973,20,34,14,714,10612,4551,4143,2973,1170
17001,65583,32311,33272,3909,4222,4261,3883,3651,7995,7750,7548,4836,4377,7149,4079,1923,41.3,59980,2578,40,487,239,65583,30226,27490,19845,7645
17003,5261,2561,2700,257,405,346,300,194,548,589,535,441,410,736,376,124,44.9,3340,1748,0,13,0,5261,3000,1727,1346,381
17005,16750,8893,7857,644,801,1012,1380,1414,1977,2194,1944,1382,976,1744,809,473,40,14858,1195,136,77,55,16750,6895,6220,4478,1742
17007,53459,26938,26521,2783,3154,4298,4378,3562,5694,6526,7414,3403,3555,5198,2460,1034,39,42419,1384,144,502,4690,53459,20183,19024,15968,3056
17009,6334,3992,2342,297,298,339,262,534,1068,1060,790,412,334,532,277,131,38.5,4956,1053,32,3,156,6334,2342,2066,1463,603
17011,33203,16455,16748,1649,1740,2231,2043,1873,3547,3808,4063,2628,2206,4124,2378,913,44,30017,204,20,305,1296,33203,15640,13901,10557,3344
17013,4472,2298,2174,205,226,313,264,192,421,471,573,370,357,592,332,156,48.1,4255,33,11,1,0,4472,2322,1205,1073,132
17015,15594,8383,7211,713,808,776,858,1003,1759,1886,1822,1083,1159,2133,1207,387,45,14262,533,41,103,103,15594,8197,6317,4876,1441
17017,12955,6557,6398,675,884,1059,816,788,1584,1693,1467,867,791,1420,558,353,38.8,10644,467,119,98,667,12955,5684,5004,3861,1143
17019,206525,103245,103280,10809,10144,11382,20773,33051,28304,23585,19808,10539,10381,16475,7876,3398,30.8,141142,27268,251,22693,3282,206525,93444,82467,44154,38313
17021,33893,17737,16156,1924,2032,1783,2041,2012,4072,4197,4332,2396,2502,3633,2136,833,42.2,31947,889,47,232,115,33893,15210,13473,10351,3122
17023,15467,7715,7752,890,1026,992,983,827,1722,1805,1928,1114,1171,1712,871,426,41.4,14875,129,7,28,7,15467,7365,6447,5204,1243
17025,13248,6650,6598,727,855,872,855,685,1537,1542,1564,964,920,1578,695,454,41.8,12648,61,73,42,30,13248,6171,5477,4203,1274
17027,36998,19318,17680,2055,2388,2055,2181,2003,4681,4842,4699,2928,2635,3748,1968,815,41,34000,1101,15,225,309,36998,15628,14493,11530,2963
17029,47076,23095,23981,2258,2284,2537,3650,5851,5754,5249,5010,2918,3087,4856,2272,1350,37.4,43057,1701,30,501,349,47076,22786,20385,12238,8147
17031,5225367,2554641,2670726,299893,301855,326145,320855,336641,832589,721035,650129,325321,316973,463408,227214,103309,37.5,2580789,1189365,31616,402605,550678,5225367,2261319,2066248,1188945,877303
17033,18729,9989,8740,972,1118,991,1035,1029,2456,2460,2341,1352,1338,2098,1094,445,42.2,17245,845,148,66,45,18729,8481,7481,5911,1570
17035,10447,5400,5047,622,732,585,605,496,1192,1300,1260,744,784,1253,511,363,42.6,10053,12,0,8,149,10447,4734,4142,3360,782
17037,100686,50029,50657,5568,5791,6540,8843,14115,13260,11459,10594,5820,5137,8018,3954,1587,31.8,79772,7734,418,2424,3757,100686,41399,39139,23489,15650
17039,15535,7822,7713,866,753,1053,856,927,1677,1876,2053,1275,1160,1763,942,334,44,14790,142,49,30,92,15535,7333,6644,5075,1569
17041,19714,9766,9948,1338,1157,1492,1341,1131,2477,2393,2143,1288,1300,2006,1067,581,38.6,18207,243,72,116,237,19714,8484,7640,6002,1638
17043,930559,461287,469272,52333,58450,58454,61491,56950,114989,124498,121587,67081,61707,91005,43790,18224,39.9,651437,45625,2746,116819,42819,930559,365347,348870,255186,93684
17045,16852,8364,8488,823,793,1058,966,829,1786,2052,2058,1177,1390,2142,1304,474,46,16292,113,6,66,139,16852,8265,7598,5598,2000
17047,6182,3064,3118,363,477,304,436,264,596,723,780,420,481,760,409,169,44.2,5944,8,37,26,14,6182,3055,2625,2078,547
17049,34594,17394,17200,2262,2203,2431,2069,1895,4528,4105,3936,2531,2431,3562,1686,955,39.3,33404,224,17,235,188,34594,15313,14098,10969,3129
17051,21464,11334,10130,1214,1151,1221,1381,1290,2652,2606,2843,1357,1631,2271,1333,514,42.1,19364,742,95,100,51,21464,8839,7678,6116,1562
17053,13484,6760,6724,764,843,856,913,771,1484,1647,1678,884,1120,1373,747,404,42,12388,95,19,90,338,13484,6266,5689,4339,1350
17055,37810,18902,18908,2162,2118,2539,2287,2012,4259,4397,4978,2874,2443,4416,2463,862,43.2,36128,154,24,99,77,37810,18478,16095,12083,4012
17057,33691,17528,16163,1699,1734,2037,1889,1864,4053,4259,4395,2263,2560,4029,2119,790,43.6,31409,902,223,103,301,33691,15895,13955,10862,3093
17059,4967,2498,2469,223,219,326,290,233,492,580,627,355,395,664,438,125,46.9,4673,15,21,6,4,4967,2512,2155,1653,502
17061,12015,6050,5965,616,709,761,698,731,1343,1368,1536,839,1012,1365,749,288,42.7,11619,105,10,25,54,12015,5820,4543,3495,1048
17063,52624,26702,25922,2977,3901,3721,3708,3264,6344,7177,7091,3645,3232,4568,2065,931,38.8,47693,954,51,314,1572,52624,21195,20376,15440,4936
17065,8008,3965,4043,447,452,511,421,479,910,950,917,594,560,936,563,268,43,7701,8,13,34,86,8008,3821,3271,2523,748
17067,17582,8916,8666,885,956,1147,1014,914,1784,1915,2038,1271,1496,2344,1254,564,45.9,16850,127,19,56,93,17582,8956,7510,6134,1376
17069,3665,1846,1819,93,102,211,167,106,347,420,453,365,265,643,382,111,53.9,3585,40,0,0,7,3665,2263,1480,1186,294
17071,6374,3194,3180,302,315,363,319,303,593,668,751,505,595,894,494,272,49.6,6088,11,2,0,78,6374,3387,2745,2369,376
17073,49157,24530,24627,2538,3180,2963,3192,2470,5236,6103,6127,3633,3404,5904,3027,1380,43.5,44291,1079,11,229,1308,49157,22213,20187,16103,4084
17075,27043,13380,13663,1447,1672,1566,1748,1458,2687,3166,3242,1931,2222,3250,1976,678,44.5,24509,272,24,74,1093,27043,12815,11217,8880,2337
17077,53176,26334,26842,2829,2575,2793,4418,8516,7061,5348,5165,3117,2831,5081,2208,1234,32.6,39415,7721,68,1935,1462,53176,27835,23133,11208,11925
17079,9295,4713,4582,562,543,601,577,524,941,1055,1177,651,802,1069,563,230,44,8970,22,0,12,68,9295,4225,3710,3033,677
17081,37043,19097,17946,2163,2379,2326,2263,2031,4460,4536,4677,2628,2325,4222,2223,810,41.2,31669,2406,88,394,166,37043,16659,14778,10638,4140
17083,21462,10512,10950,1011,1023,1311,1517,1554,2232,2526,2704,1731,1577,2435,1356,485,42.8,20568,151,0,127,33,21462,9834,7735,6272,1463
17085,21942,11058,10884,911,1115,1285,1129,953,1950,2268,2505,1794,1688,3655,1948,741,50.8,20798,175,33,125,119,21942,13439,10074,8045,2029
17087,13313,7779,5534,558,735,959,686,853,1728,1669,1617,1011,884,1493,754,366,42.3,11036,1178,0,42,133,13313,5536,4106,3501,605
17089,517254,259491,257763,30745,33152,38756,38849,33807,61136,68599,70789,35560,30646,45236,22070,7909,38.3,341764,27003,4357,20287,65105,517254,188854,182319,137062,45257
17091,107421,53263,54158,6205,6604,7233,7930,7515,13320,12793,13124,6821,7381,10702,5555,2238,38.9,81215,15614,502,1042,3255,107421,45312,40591,27634,12957
17093,132795,66370,66425,8227,11856,9710,10589,7504,16300,21654,19178,7715,5750,8932,3857,1523,36.1,97711,10688,359,3957,7349,132795,45078,43878,36899,6979
17095,49751,25294,24457,2762,2770,2668,3380,3317,5599,5778,5755,3277,3601,6144,3373,1327,42.3,41625,4055,35,499,1275,49751,23809,20734,14246,6488
17097,713159,359281,353878,38677,46566,49780,56288,51645,79489,90464,96541,51180,45739,64086,29625,13079,38.7,478742,48314,5132,60362,53132,713159,269416,254794,188048,66746
17099,109495,55761,53734,5778,6607,6390,6849,6372,13387,13521,13269,8612,7766,12079,6159,2706,41.9,96672,3014,40,970,3793,109495,49796,45130,33103,12027
17101,15302,8608,6694,735,666,1011,759,1059,2192,2083,1993,967,1107,1543,820,367,40.9,13195,1228,34,67,121,15302,6355,5426,4063,1363
17103,34221,18205,16016,1694,1663,2198,1853,1758,4501,4297,4186,2692,2380,3980,2016,1003,42.8,30139,1800,14,209,345,34221,14993,13669,9681,3988
17105,35771,18285,17486,1997,2096,2267,2222,1988,4364,4391,4201,2484,2682,3966,1950,1163,41.9,32689,1287,5,189,505,35771,15909,14665,10602,4063
17107,28027,13619,14408,1412,1510,1563,1749,2032,3615,3689,3457,1886,1813,2918,1488,895,40.3,24860,1695,56,83,118,28027,11985,11101,7841,3260
17109,27370,13336,14034,1243,1261,1495,2706,3949,3058,2858,2453,1639,1564,2875,1443,826,34.9,24124,1463,4,685,182,27370,13655,11600,7106,4494
17111,311133,155933,155200,16458,18929,21896,22006,18497,35512,39945,44067,24924,20614,29666,13403,5216,40.5,267635,4787,564,8899,6535,311133,119985,115467,94946,20521
17113,171284,83922,87362,9480,9763,10852,14791,20959,21743,21056,19029,10389,9338,14400,6729,2755,34,138660,14542,312,8684,1812,171284,74822,68491,44512,23979
17115,103542,49921,53621,6308,6424,6552,6630,6325,12343,11864,11813,7127,7119,12024,6131,2882,40.7,78722,17634,32,1400,873,103542,49757,43362,29890,13472
17117,44907,22332,22575,2241,2430,2864,2866,2454,4857,5412,5508,3348,3639,5365,2569,1354,44,42815,484,57,206,245,44907,21091,17567,13660,3907
17119,265512,130136,135376,14268,16381,16053,17935,16201,34219,33250,32748,18888,18573,27237,14238,5521,39.9,225706,22743,377,2547,2092,265512,118715,108914,79667,29247
17121,37543,18520,19023,2369,2415,2475,2310,1986,4461,4407,4442,2764,2509,4307,2146,952,41.9,34220,1628,13,254,192,37543,17431,15236,11244,3992
17123,11740,5906,5834,638,611,777,614,565,1261,1290,1416,845,965,1535,834,389,46.2,11079,67,1,21,135,11740,5828,4967,3908,1059
17125,13074,6433,6641,645,740,814,764,655,1366,1482,1645,1033,941,1676,953,360,45.4,12609,65,8,40,51,13074,6646,5788,4656,1132
17127,14135,6869,7266,731,850,912,835,692,1443,1700,1908,1039,1095,1556,970,404,44.1,12484,934,0,56,33,14135,6832,5413,4227,1186
17129,12284,6051,6233,620,892,756,738,615,1282,1522,1513,848,1047,1477,691,283,42.8,11777,116,0,47,16,12284,5605,5085,4050,1035
17131,15692,7951,7741,772,794,1044,1036,815,1588,1887,2002,1263,1110,1891,1073,417,44.7,14961,96,0,74,97,15692,7311,6435,5115,1320
17133,34905,17530,17375,1910,1930,2511,2057,1751,3747,4671,4455,2746,2704,3754,1737,932,42.5,33706,217,43,214,291,34905,14560,13565,11409,2156
17135,28352,15006,13346,1469,1588,1614,1564,1529,3504,3553,3502,1931,2171,3257,1803,867,42.7,26527,780,36,132,149,28352,12539,11259,8494,2765
17137,32882,16317,16565,1720,1543,1987,2263,2152,4074,3829,3795,2061,2694,3791,1852,1121,41.4,29200,1678,42,253,237,32882,15072,13293,9439,3854
17139,14531,7171,7360,863,1024,1102,1013,770,1617,1756,1685,967,1004,1555,770,405,40.5,13997,147,1,21,94,14531,6196,5824,4542,1282
17141,51672,25836,25836,2719,2930,3637,3500,2911,5743,6195,6608,3674,3794,5524,2862,1575,42.3,46277,556,204,252,948,51672,22640,20807,15232,5575
17143,181186,88477,92709,12068,12978,10889,11907,11500,23965,22324,21070,10775,11666,18463,9246,4335,38.1,126959,31848,302,8100,3443,181186,84963,76414,50062,26352
17145,20996,11462,9534,1017,1275,986,1349,1186,2750,2892,2637,1519,1290,2342,1211,542,42.2,18269,1654,10,131,267,20996,9170,8147,6262,1885
17147,16698,8227,8471,929,1173,894,1004,858,1852,2092,1994,1209,1310,1938,921,524,41.8,16035,163,15,12,34,16698,7377,6783,5651,1132
17149,14776,7404,7372,891,928,946,900,763,1630,1713,1773,1035,1023,1734,848,592,42.8,14235,102,6,44,74,14776,7308,5734,4527,1207
17151,3799,1966,1833,192,146,189,203,168,299,410,510,392,344,592,237,117,49.7,3421,126,114,1,4,3799,2317,1349,1115,234
17153,5177,2600,2577,267,285,297,375,326,416,641,635,350,415,709,359,102,43.9,3304,1630,2,11,1,5177,2862,1886,1352,534
17155,5628,2886,2742,297,233,350,336,278,577,635,675,357,566,791,405,128,47.4,5311,19,1,41,103,5628,3071,2400,1974,426
