county,state,demand_index_100,demand_tier,idx_market_size,idx_infra_age,idx_climate_stress,idx_economic_capacity,idx_operational_complexity,idx_growth_potential,est_total_meters,est_residential_meters,est_commercial_meters,est_industrial_meters,est_transport_meters,total_pop,total_housing_units,median_income,median_year_built,n_utilities,n_iou,n_coop,n_muni
Clarendon County,South Carolina,42.49548645934944,3,0.5211157578055863,0.28767123287671237,0.3197130610190323,0.21165435266460275,0.6782367333402903,0.5420566926303476,18437.175593232485,15521.833995230652,2893.207050574416,22.13454742741605,0,30986,16089,52401,1990,3,1,2,0
Colleton County,South Carolina,45.12204153368578,3,0.5288968240525019,0.3287671232876712,0.3756922753332341,0.2085076686326185,0.6905777977407733,0.5599084738241122,21818.138301632243,18688.547646925388,3107.984869159707,21.605785547148294,0,38783,20083,51114,1987,3,1,2,0
Darlington County,South Carolina,48.860317208361046,4,0.5401119254059202,0.36986301369863017,0.37990575323303466,0.1990936269355757,0.7185077090675629,0.5979363517843598,20826.05143348299,17615.67969181832,3172.5702804257066,37.80146123896159,0,62558,29763,48581,1984,2,1,1,0
Dillon County,South Carolina,42.03218323534785,3,0.4909677649014074,0.36986301369863017,0.4099113803709409,0.17474853089246764,0.7185077090675629,0.5336042111425221,9036.307771797176,7643.345346240023,1376.5605819782138,16.401843578938617,0,27862,12914,46605,1984,2,1,1,0
Dorchester County,South Carolina,57.35331105473963,5,0.6095470932043531,0.15068493150684936,0.3874865905242259,0.3387458315246542,0.6542582132702245,0.6761307505658578,98163.32690898013,84270.44426293182,13818.0777108492,74.8049351991185,0,167201,67865,78198,2000,4,1,3,0
Edgefield County,South Carolina,44.19443582136825,3,0.47668857623263655,0.31506849315068497,0.3537006493445113,0.29068981184248976,0.7467564587912923,0.5324946111933716,8144.722507108935,7157.557542875487,972.0195923304084,15.06219862791147,0.08317327512801445,27476,11513,73029,1988,2,1,1,0
Fairfield County,South Carolina,39.481829119921315,2,0.5022032572172799,0.36986301369863017,0.31892798115944343,0.19508246375664245,0.6643268565133413,0.5093932695287128,17404.79692393365,15174.732755171639,2204.666289145729,25.3183907301324,0.07948888614900922,20550,11003,47885,1984,4,2,2,0
Florence County,South Carolina,55.01528187573488,4,0.6013425240252859,0.34246575342465757,0.3648829088663287,0.23601503234665233,0.6659383107033017,0.6603532909947016,64827.050368460135,53544.21802820251,11196.822940814727,86.00939944289574,0,137117,62090,58305,1986,3,1,2,0
Georgetown County,South Carolina,49.68118635082913,4,0.5819052841199573,0.2465753424657534,0.27402375451716493,0.29769261509236267,0.6360918557957811,0.6007505013071537,57928.74431854369,48438.37336205096,9438.553282021414,51.81767447131776,0,64811,37173,68713,1993,4,1,1,1
Greenville County,South Carolina,66.38081346285439,5,0.6664099247805768,0.26027397260273977,0.3605157769674574,0.32714897453181047,0.6547220470840399,0.7705737974580167,209884.64570160306,180802.23831038002,28730.28954095995,350.3965904235989,1.7212598394858616,548166,238260,76932,1992,4,1,2,1
Greenwood County,South Carolina,49.69671770798399,4,0.5637821691007601,0.4657534246575342,0.3479359526247219,0.21857875991919998,0.6432175292854253,0.6062937543347887,40613.09981075048,34348.89769837926,6222.498075189758,41.47501267280895,0.22902450865181223,69489,31702,52830,1977,4,1,2,1
Hampton County,South Carolina,38.23228917755368,2,0.4682050080886503,0.36986301369863017,0.34479537520781456,0.17500852861387411,0.7184641049533338,0.49997021340560355,6030.519632634428,5076.7083441224695,950.9903216382345,2.8209668737231945,0,18254,8645,44711,1984,2,0,2,0
Horry County,South Carolina,64.338239468501,5,0.6783925145072528,0.1643835616438356,0.318773271996372,0.2912012818281448,0.6974304608991674,0.7420589443333466,331143.61144972837,286201.30191369186,44656.27307678781,286.0364592487267,0,383016,217419,66880,1999,3,1,1,0
Jasper County,South Carolina,45.29000339380019,3,0.5198910493581491,0.1095890410958904,0.36291995675499944,0.2962728908077698,0.7338347147901703,0.5450293367971754,21906.065533825567,18870.12783942429,3020.7189920147907,15.218702386485049,0,32166,14758,65613,2003,2,1,1,0
Kershaw County,South Carolina,46.88938428523501,3,0.5640847570985857,0.2465753424657534,0.34978605933748674,0.27837708676430856,0.55876265372002,0.6049373328774246,55954.44643281196,49417.589069824535,6438.239375881381,98.400290287428,0.21769681861440004,68314,30134,68231,1993,7,2,4,1
Lancaster County,South Carolina,53.88439721829972,4,0.5560164907374342,0.15068493150684936,0.3629072206459195,0.34110766721133856,0.7193704613378662,0.6387278152052309,34326.80320753174,30555.50667484075,3711.930001625461,59.049875893507625,0.3166551720152115,104475,43832,78869,2000,3,1,2,0
Laurens County,South Carolina,47.60178084946877,4,0.5507305131104617,0.3561643835616438,0.32932647375700275,0.23197663877795704,0.6265192141386411,0.6053461144892059,33287.86793352625,29094.406099541065,4123.308808166658,69.92165341493504,0.2313724035894136,68666,32027,57623,1985,5,1,2,2
Lee County,South Carolina,36.47586017425836,2,0.4738299420248226,0.3835616438356164,0.36795050789536227,0.17335865954697127,0.6538327600692277,0.49030883388359287,8970.695465004075,7706.982691094243,1253.0830597116476,10.629714198183148,0,16166,7602,44760,1983,4,1,2,1
Lexington County,South Carolina,61.38127958902355,5,0.6381083485727533,0.2465753424657534,0.3770257625380101,0.3129297940738308,0.6412524120985176,0.7239132777273652,170581.0352594599,151476.82574283978,18882.374151805845,221.83536481426412,0,304887,132916,77408,1993,5,1,4,0
McCormick County,South Carolina,34.59967106731,1,0.4410536381405803,0.3287671232876712,0.35487836348448704,0.22548723193559334,0.7038447096871617,0.4501751592866169,4631.205962589394,4044.909451716053,578.8310383162539,7.4244746993309825,0.04099785775657796,9760,5675,55798,1987,3,1,2,0
Marion County,South Carolina,41.369328613577636,2,0.497805857174894,0.3972602739726028,0.3539809692205901,0.14264492363404263,0.7185077090675629,0.5358613128303367,10149.577530580613,8585.00265194452,1546.1523340246238,18.422544611468535,0,28664,14505,36301,1982,2,1,1,0
Marlboro County,South Carolina,41.152930436090664,2,0.48702383863773824,0.4657534246575342,0.4022793956360934,0.13330108669981391,0.7185077090675629,0.5280263964942739,8450.63411491362,7147.954293521818,1287.34103674701,15.338784644791831,0,25975,12077,34301,1977,2,1,1,0
Newberry County,South Carolina,42.37174507968443,3,0.5245644634316637,0.410958904109589,0.34967336211735145,0.24635974766116245,0.5469086925987072,0.5591915655019132,22539.153550981486,19622.60354301089,2873.678697162102,42.73724239541326,0.1340684130830967,38435,18558,61780,1981,7,1,4,2
Oconee County,South Carolina,49.06529851495008,4,0.5633876952597474,0.28767123287671237,0.28595706034328333,0.26398580563944646,0.6329693481648373,0.61796228175138,41163.32826443204,36223.001296912225,4873.962871772388,66.05995304935496,0.304142698070825,80469,42100,62388,1990,5,1,2,2
Orangeburg County,South Carolina,48.556655581220674,4,0.5648798983683617,0.3835616438356164,0.3299367417932073,0.1791209488785262,0.6448412382921372,0.6206675478032876,36243.02481320067,30977.54003898144,5120.939756649509,144.54501756971803,0,83253,41527,45675,1983,4,0,3,1
Pickens County,South Carolina,55.461253273359915,4,0.5817744104901622,0.3013698630136986,0.36863751255103416,0.2583422995494497,0.7138672931988697,0.6588968013881407,56958.331242355234,50340.7251589333,6536.069232835987,81.11295079747039,0.42389978847272686,134629,58677,61064,1989,3,1,1,1
Richland County,South Carolina,63.714371131129546,5,0.6559480416664126,0.3013698630136986,0.3363687036669304,0.26998938775980375,0.6744942028771788,0.7497905940957907,214929.2491795273,189693.45169888105,24952.352000955594,283.4454796906359,0,422117,187611,63784,1989,4,1,3,0
Saluda County,South Carolina,39.043936424546686,2,0.4695174433219774,0.3287671232876712,0.35746208624634757,0.20424405886686847,0.7172979854870827,0.503702456180386,8099.491521367487,7189.893522532047,896.8437926130866,12.685264802693126,0.06894141966009223,19131,9543,51009,1987,3,1,2,0
Spartanburg County,South Carolina,59.136071853242456,5,0.6379883704130257,0.28767123287671237,0.3415090599391677,0.275751029585726,0.5764970141285573,0.7343993668971383,130045.3520117202,111825.76097576918,18001.996913644438,216.5525961122684,1.0415261943199727,347852,144170,66234,1990,6,2,3,1
Sumter County,South Carolina,51.62872915353445,4,0.5726786010534841,0.3287671232876712,0.3537520385135464,0.22760923180532786,0.663143606617885,0.6389179167379323,46617.99911207637,40629.773513813285,5899.172980184454,89.05261807863718,0,104725,47582,56693,1987,4,1,2,1
Union County,South Carolina,40.12590970414906,2,0.5093084149883997,0.5342465753424658,0.31193284164638424,0.16275211571665757,0.6100011571754752,0.530765143670087,16227.153727144698,13872.00441534641,2322.1198856074784,32.93170319136121,0.09772299944902732,26885,13527,41621,1972,5,2,2,1
Williamsburg County,South Carolina,42.01055658519888,3,0.5086554167975995,0.3561643835616438,0.30885556904797107,0.17813048116316968,0.7039885424217951,0.5402287812895912,11962.153980598632,9881.779990887506,2061.7766084690056,18.597381242119106,0,30282,14907,46213,1985,2,1,1,0
York County,South Carolina,59.896138831769775,5,0.6253839826147107,0.15068493150684936,0.33417138937511387,0.3825504697011078,0.5968074584606665,0.7209326106916647,120298.7357380119,106173.69458158486,13922.386025092062,201.78349881835172,0.8716325166351366,293673,120653,89095,2000,6,2,3,1
Aurora County,South Dakota,28.83312533474119,1,0.38052769725512325,0.6712328767123288,0.6003075093455272,0.27777797118393527,0.5806927624856815,0.34625876288727575,1747.4224363715616,1449.2677805836372,284.89000566740725,13.264650120517326,0,2642,1261,72885,1962,5,1,2,1
Beadle County,South Dakota,42.45177734851111,3,0.4814683832761967,0.6575342465753424,0.6283099229249106,0.2662794087112576,0.5504438055414314,0.5044390505025034,8859.067616826544,7416.981652119238,1388.0435249307259,54.04243977657959,0,19309,8474,67681,1963,6,1,4,0
Bennett County,South Dakota,19.68672947871908,1,0.27557325561099355,0.5205479452054795,0.6284864296767019,0.21571565432935033,0.5327608476809818,0.36501816101943885,23.814084764696702,15.99903022466462,2.5125254500488636,5.302529089983216,0,3345,1151,53750,1973,2,0,1,0
Bon Homme County,South Dakota,34.46120791517814,1,0.4342912438860733,0.726027397260274,0.5703783718592785,0.24552714060685998,0.5400548494375563,0.42423927747915424,4428.214578500442,3633.9552949707877,772.9307055433169,21.3285779863383,0,7044,2842,64435,1958,6,1,3,1
Brookings County,South Dakota,42.26869509675667,3,0.5128713577853585,0.3835616438356164,0.628974731274253,0.296056375227743,0.4462848584860404,0.5525434417953533,17322.311069767205,14922.3152529955,2169.5170864196075,230.4787303520965,0,35353,15179,70064,1983,9,1,3,4
Brown County,South Dakota,47.258625485777955,3,0.5314298142118248,0.5205479452054795,0.6640205590886206,0.2881600139354795,0.5250869036864108,0.5580283800649156,17446.621728719263,14024.080486207162,3302.953273944336,119.58796856776597,0,37877,18090,70898,1973,6,2,2,1
Brule County,South Dakota,34.56073737574301,1,0.41243654428403304,0.547945205479452,0.6280497489880912,0.2964226426645364,0.6222793832749115,0.40136103778026466,2925.6201172294045,2443.2090151913776,457.51227028920493,24.898831748821973,0,5283,2367,73720,1971,4,1,2,0
Buffalo County,South Dakota,20.811994945494266,1,0.29212162654773877,0.4794520547945206,0.5957296665907288,0.18413289770604496,0.6934614280375626,0.3161022350097993,324.9924617951854,287.01889884943535,32.10844224681274,5.865120698937359,0,1808,578,47045,1976,3,0,2,0
Butte County,South Dakota,35.31312327648748,1,0.3979969942268381,0.3972602739726028,0.6413002415173035,0.30960591014183847,0.5984777583461608,0.4573095905135574,1074.3721769261422,895.6361195759087,143.72215216753236,35.01390518270118,0,10676,4783,75652,1982,4,1,2,0
Campbell County,South Dakota,25.12517961421585,1,0.32625200280413125,0.6986301369863014,0.5930523394991134,0.25590608267178505,0.6538097420018594,0.30603832837219375,523.3780262769077,448.1283114408241,54.675462233792906,20.574252602290645,0,1593,920,68929,1960,3,1,1,0
Charles Mix County,South Dakota,35.43621135957827,2,0.4328608353132349,0.547945205479452,0.5704433725072343,0.25315233266842,0.5852173843662763,0.4461729204726033,3424.8415267960713,2804.3648407454125,617.8004165818577,2.676269468801254,0,9281,3668,64038,1971,5,1,2,1
Clark County,South Dakota,30.801095439083237,1,0.38031760540789966,0.7397260273972603,0.685680279580901,0.27224247125578804,0.5422809934153773,0.3775706974974621,1421.0997457743006,1176.8848156289653,234.37979440925994,9.835135736075468,0,3917,1609,70726,1957,6,1,4,0
Clay County,South Dakota,40.017063991805095,2,0.45928219048593233,0.4794520547945206,0.5854671565619112,0.24452995600546043,0.6420309345746162,0.4855077063437887,6633.478581801439,5687.307930465682,897.2384429565648,48.93220837919114,0,15219,6262,56850,1976,4,0,2,1
Codington County,South Dakota,45.37204571648029,3,0.5350403187865181,0.452054794520548,0.7077777698566682,0.29826137609355025,0.49310455226366623,0.5361466034046475,27637.079592203987,22682.038275280003,4659.347631191731,295.69368573225114,0,28767,13533,72727,1978,7,2,3,1
Corson County,South Dakota,29.511927031366163,1,0.3876990845681054,0.5068493150684932,0.6097829309901928,0.17027255557629148,0.6914272841237741,0.3752847533369984,2470.495973359057,2112.7593633362367,357.18880956718357,0.5478004556366136,0,3806,1359,46406,1974,3,1,2,0
Custer County,South Dakota,34.786079408518205,1,0.388078208840987,0.23287671232876717,0.5757725154950486,0.3687457391128388,0.6462715697464827,0.442767641118347,648.7427735033039,529.7560700725644,113.17556349063786,5.811139940101642,0,8892,5291,84112,1994,3,1,1,0
Davison County,South Dakota,42.70499622480578,3,0.4895138823558564,0.5342465753424658,0.50971854814123,0.26893284632042896,0.6160632488804912,0.5070444693957893,9756.92507375352,8099.745495805439,1556.4166251293368,100.76295281874341,0,19952,9579,66208,1972,4,1,2,0
Day County,South Dakota,32.525456116484484,1,0.43658135146282906,0.6027397260273972,0.67697667448011,0.260472197977753,0.4988726699857162,0.403646036810429,4034.3716628662282,3303.7358388062034,707.5644900081326,23.071334051892194,0,5437,3440,66033,1967,7,3,3,0
Deuel County,South Dakota,30.889033053345848,1,0.4009313873008268,0.547945205479452,0.697590158233357,0.324756848982832,0.4957347077725218,0.3855051505754004,2164.1052153235382,1799.4909532832626,331.09457456220616,33.519687478069336,0,4328,2155,83112,1971,7,2,4,0
Dewey County,South Dakota,33.56030337063968,1,0.40558116285972823,0.452054794520548,0.6321559450233325,0.19563442564003647,0.7343850394523903,0.4001781641404561,3331.9604860785385,2864.355209580838,467.6043959086464,8.80589053729309e-4,0,5205,1931,54104,1978,2,0,1,0
Douglas County,South Dakota,30.316773150084337,1,0.37562882350630566,0.6986301369863014,0.5577048540464069,0.3262013562677224,0.5887467281797568,0.35166811729424324,1426.7702547142064,1181.859581236271,241.65925487003227,3.2514186079032017,0,2828,1338,86442,1960,5,1,3,0
Edmunds County,South Dakota,33.51280870305457,1,0.40678097734765806,0.6027397260273972,0.617034099995144,0.30943578323913556,0.6113010327739815,0.3801866319505464,2527.226569923011,2058.888552795866,453.94321708553525,14.394800041609772,0,4048,1898,81630,1967,4,2,2,0
Fall River County,South Dakota,32.05343629697271,1,0.38548722978568484,0.5342465753424658,0.5884744626244194,0.2714895523122654,0.5797481543044632,0.4266194032814994,613.0772591106786,485.46126011961826,116.61706326655454,10.99893572450581,0,7258,4093,67917,1972,4,1,2,0
Faulk County,South Dakota,26.04343433393949,1,0.37581684517001923,0.6438356164383562,0.6220176378515898,0.22674068054495267,0.5790162141012282,0.3289826808313732,1620.986574698521,1333.1979138566248,279.17215469475633,8.61650614713992,0,2126,1085,57750,1964,5,2,3,0
Grant County,South Dakota,33.67993390027203,1,0.3969872641004727,0.5342465753424658,0.6956147526740751,0.28952786907931755,0.5539269186040837,0.4298930835986398,1709.3209563487094,1481.36674668285,178.08421596419274,49.869993701666694,0,7563,3456,75028,1972,6,2,3,0
Gregory County,South Dakota,34.16292186142205,1,0.3855836270465921,0.6575342465753424,0.5915106362128174,0.24193619046815576,0.7356745336207531,0.3795555216415945,1694.0354020432787,1462.9733589673167,229.85917766906113,1.202865406900786,0,4016,2188,62917,1963,2,0,1,0
Haakon County,South Dakota,25.985857099964704,1,0.36179826851876307,0.5068493150684932,0.5881152850322586,0.25682416161442934,0.6654072428155514,0.3122280992143413,1222.009376145501,1003.6796076018751,218.03897274527236,0.2907957983535788,0,1722,895,65625,1974,3,0,2,0
Hamlin County,South Dakota,34.615141940760374,1,0.41473303323043115,0.5753424657534247,0.709563924840134,0.3385853956565911,0.5113082408212667,0.4162781246480279,2544.9085308336776,2104.068570661389,435.83805838037506,5.0019017919137205,0,6373,2860,87101,1969,7,2,4,0
